ticker,t0,t1,t2,TOL,n,N,runtime,iterations,gap_percentage
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,65,0.4,19.63961958885193,1,9.349408614612027
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,65,0.5,24.268035173416138,1,9.412629954826508
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,65,0.6,24.564024686813354,1,9.379524699889998
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,65,0.7,24.163874626159668,1,9.376825363798405
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,70,0.1,1.3310062885284424,1,9.288089670416868
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,70,0.2,5.078260660171509,1,9.29526162097524
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,70,0.3,11.177111148834229,1,9.338522861203435
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,70,0.4,20.028937578201294,1,9.349408614612027
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,70,0.5,26.037837743759155,1,9.368437254362187
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,70,0.6,26.101865768432617,1,9.506569722930012
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,70,0.7,111.42268538475037,4,9.349620881068056
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,75,0.1,1.2986958026885986,1,9.288089670416868
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,75,0.2,4.91168737411499,1,9.29526162097524
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,75,0.3,11.048656225204468,1,9.338522861203435
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,75,0.4,19.063265562057495,1,9.349408614612027
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,75,0.5,30.911577939987183,1,8.95346968533071
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,75,0.6,31.135387182235718,1,9.379518721135193
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,75,0.7,31.339080333709717,1,9.378339664206075
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,80,0.1,1.3704123497009277,1,9.288089670416868
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,80,0.2,5.663190841674805,1,9.29526162097524
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,80,0.3,11.765435934066772,1,9.338522861203435
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,80,0.4,20.471758127212524,1,9.349408614612027
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,80,0.5,30.3149254322052,1,8.95346968533071
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,80,0.6,36.70338535308838,1,9.366888889682857
JNJ,2021-06-18,2021-08-20,2021-09-17,0.05,80,0.7,35.5113468170166,1,9.37663481351945
