,t0,T1,K1,C1,T2,K2,C2,S0,Adj_S0
2128,2018-06-05,2018-06-15,1682.5,31.025000000000002,2018-09-21,1660.0,118.43901978191111,84.81749725341797,1696.3499450683594
2129,2018-06-05,2018-06-15,1685.0,29.5,2018-09-21,1670.0,113.85,84.81749725341797,1696.3499450683594
2130,2018-06-05,2018-06-15,1690.0,26.5,2018-09-21,1680.0,108.22499999999998,84.81749725341797,1696.3499450683594
2131,2018-06-05,2018-06-15,1700.0,21.075,2018-09-21,1690.0,102.08077999020841,84.81749725341797,1696.3499450683594
2132,2018-06-05,2018-06-15,1705.0000000000002,18.725,2018-09-21,1700.0,97.525,84.81749725341797,1696.3499450683594
2133,2018-06-05,2018-06-15,1710.0,16.575,2018-09-21,1750.0000000000002,73.6,84.81749725341797,1696.3499450683594
2134,2018-06-05,2018-06-15,1715.0,14.475000000000003,2018-09-21,1780.0,59.986497339981,84.81749725341797,1696.3499450683594
2135,2018-06-05,2018-06-15,1720.0,12.625,2018-09-21,1800.0000000000002,54.46065310718267,84.81749725341797,1696.3499450683594
2136,2018-06-05,2018-06-15,1725.0,11.0,2018-09-21,1820.0,47.45,84.81749725341797,1696.3499450683594
2137,2018-06-05,2018-06-15,1730.0,9.55,2018-09-21,1840.0000000000002,41.55,84.81749725341797,1696.3499450683594
2138,2018-06-05,2018-06-15,1750.0000000000002,5.15,2018-09-21,1900.0,27.125000000000004,84.81749725341797,1696.3499450683594
2139,2018-06-05,2018-06-15,1772.5,2.485,2018-09-21,2000.0,12.5,84.81749725341797,1696.3499450683594
2140,2018-06-06,2018-06-15,1600.0,98.625,2018-09-21,1550.0,194.325,84.7874984741211,1695.7499694824219
2141,2018-06-06,2018-06-15,1610.0,89.125,2018-09-21,1560.0,186.8580470624501,84.7874984741211,1695.7499694824219
2142,2018-06-06,2018-06-15,1650.0,53.474999999999994,2018-09-21,1600.0,158.825,84.7874984741211,1695.7499694824219
2143,2018-06-06,2018-06-15,1670.0,38.125,2018-09-21,1620.0,141.78804880060986,84.7874984741211,1695.7499694824219
2144,2018-06-06,2018-06-15,1680.0,31.375,2018-09-21,1630.0,133.98961140505173,84.7874984741211,1695.7499694824219
2145,2018-06-06,2018-06-15,1690.0,25.325000000000003,2018-09-21,1650.0,127.36360229072821,84.7874984741211,1695.7499694824219
2146,2018-06-06,2018-06-15,1692.5,23.903228990224186,2018-09-21,1670.0,115.35,84.7874984741211,1695.7499694824219
2147,2018-06-06,2018-06-15,1695.0,22.625,2018-09-21,1690.0,104.375,84.7874984741211,1695.7499694824219
2148,2018-06-06,2018-06-15,1700.0,20.15,2018-09-21,1700.0,99.15,84.7874984741211,1695.7499694824219
2149,2018-06-06,2018-06-15,1702.5,18.95,2018-09-21,1709.9999999999998,94.1,84.7874984741211,1695.7499694824219
2150,2018-06-06,2018-06-15,1704.9999999999998,17.825,2018-09-21,1730.0,84.32874617499505,84.7874984741211,1695.7499694824219
2151,2018-06-06,2018-06-15,1707.4999999999998,16.674633171830653,2018-09-21,1749.9999999999998,75.7,84.7874984741211,1695.7499694824219
2152,2018-06-06,2018-06-15,1710.0,15.675,2018-09-21,1800.0,56.349999999999994,84.7874984741211,1695.7499694824219
2153,2018-06-06,2018-06-15,1715.0,13.725000000000001,2018-09-21,1819.9999999999998,49.20097257726734,84.7874984741211,1695.7499694824219
2154,2018-06-06,2018-06-15,1720.0,11.975000000000001,2018-09-21,1840.0,43.625,84.7874984741211,1695.7499694824219
2155,2018-06-06,2018-06-15,1725.0000000000002,10.425,2018-09-21,1880.0000000000002,33.425,84.7874984741211,1695.7499694824219
2156,2018-06-06,2018-06-15,1730.0000000000002,9.05,2018-09-21,1900.0,29.100000000000005,84.7874984741211,1695.7499694824219
2157,2018-06-06,2018-06-15,1740.0,6.699999999999998,2018-09-21,2000.0,13.975,84.7874984741211,1695.7499694824219
2158,2018-06-06,2018-06-15,1750.0,4.925,2018-09-21,2100.0,6.5,84.7874984741211,1695.7499694824219
2159,2018-06-06,2018-06-15,1799.9999999999998,1.04,2018-09-21,2200.0,3.15,84.7874984741211,1695.7499694824219
2160,2018-06-07,2018-06-15,1600.0,92.475,2018-09-21,1560.0,180.92472020910205,84.46499633789062,1689.2999267578125
2161,2018-06-07,2018-06-15,1650.0,47.675,2018-09-21,1600.0,154.05,84.46499633789062,1689.2999267578125
2162,2018-06-07,2018-06-15,1670.0,32.775000000000006,2018-09-21,1620.0,141.0,84.46499633789062,1689.2999267578125
2163,2018-06-07,2018-06-15,1680.0,26.3,2018-09-21,1630.0,134.67326733876146,84.46499633789062,1689.2999267578125
2164,2018-06-07,2018-06-15,1685.0,23.35,2018-09-21,1640.0,128.29114663039445,84.46499633789062,1689.2999267578125
2165,2018-06-07,2018-06-15,1687.5,21.975,2018-09-21,1650.0,123.03957672260934,84.46499633789062,1689.2999267578125
2166,2018-06-07,2018-06-15,1690.0,20.65,2018-09-21,1670.0,111.07499999999999,84.46499633789062,1689.2999267578125
