,t0,T1,K1,C1,T2,K2,C2,S0
240,2018-01-19,2018-01-19,800,494.64341508114165,2018-04-20,800,498.63312876749956,1294.5799255371094
241,2018-01-19,2018-01-19,845,449.64698636799346,2018-04-20,845,453.8613133229104,1294.5799255371094
242,2018-01-19,2018-01-19,890,404.6505576548453,2018-04-20,890,409.0911984603602,1294.5799255371094
243,2018-01-19,2018-01-19,935,359.6541289416971,2018-04-20,935,364.33232680898965,1294.5799255371094
244,2018-01-19,2018-01-19,980,314.6577002285489,2018-04-20,980,319.62764379078834,1294.5799255371094
245,2018-01-19,2018-01-19,1025,269.66127151540076,2018-04-20,1025,275.12052428056364,1294.5799255371094
246,2018-01-19,2018-01-19,1070,224.66484280225254,2018-04-20,1070,231.17578646893196,1294.5799255371094
247,2018-01-19,2018-01-19,1115,179.66841408910437,2018-04-20,1115,188.51553759233227,1294.5799255371094
248,2018-01-19,2018-01-19,1160,134.67198537595618,2018-04-20,1160,148.26562907243652,1294.5799255371094
249,2018-01-19,2018-01-19,1205,89.6755566786597,2018-04-20,1205,111.80912170230962,1294.5799255371094
250,2018-01-19,2018-01-19,1250,44.69183728077403,2018-04-20,1250,80.45083662483285,1294.5799255371094
251,2018-01-19,2018-01-19,1295,6.350153073041667,2018-04-20,1295,55.03732487907355,1294.5799255371094
252,2018-01-19,2018-01-19,1340,0.01590173159030468,2018-04-20,1340,35.72271660566992,1294.5799255371094
253,2018-01-19,2018-01-19,1385,1.2853170755878822e-07,2018-04-20,1385,21.98178237497552,1294.5799255371094
